full_name,gender
chetanya swaroop,m
deepak,m
seema,f
poonam,f
smt monika,f
reena devi,f
smt. benjeer,f
akhilesh kumar,m
amir khan,m
smt geeta agarwal,f
rekha,f
nabav shekh,m
vandna,f
batasi,f
naveen,m
bhawana jat,f
sunil kumar @ bunty,m
salman,m
sangeeta,f
sahil,m
rahish ahmad,m
puran,m
pooja,f
jony,m
pooja devi,f
sanjay kumar,m
sandeep,m
girraj nath,m
chameli,f
dakshya sharma,m
parmanand,m
sita kumari,f
khushi ram,m
kumari himanshi,f
sharjprit cour,f
vikram,m
pankaj kumar,m
mukul verma,m
pramil,f
roshni,f
parveen,f
ishwari prashad dube,m
vinay,m
seeta,f
sunita,f
ramesh,m
suman,f
nisha singh,f
smt urmila,f
pukharam,m
kumari aasu,f
roshan ram,m
anil kumar,m
indra,f
rajesh,m
asha,f
ramjeet,m
rookmani,m
sangeeta,m
smt sudha bisht,f
satya narayan bacchan,m
kamre alam @ nabi karim,m
dharmveer,m
shankuntla,f
kamlesh,m
hare krishana mishra,m
anuradha,f
alim,m
inderpal,m
neeraj kashyap,m
pooja panwar,f
ravina,f
manish,m
neelu,f
sangeet,f
shriram,m
muzamiil,m
asha  devi,f
anju prajapat,f
mansi,f
savitri,f
kumari jeda,f
ramsati,f
anand @ neeraj,m
salma,f
karanveer,m
amit kumar,m
sushila,f
tirlok joshi,m
sushela devi,f
naresh,m
munender singh,m
preetam singh,m
rajni,f
rajpal bhatiya,m
ku rikha,f
nenshi,f
roshni,f
junaid,f
azad singh,m
pardeep kumar,m
ramsawroop,m
dya shankar,m
neha,f
bablu,m
himanshi,f
rehana,f
shiv kumar,m
meena,f
rakesh kumar,m
roshni,f
shanti gosai,f
kumari dipti,f
ashima,f
mohd. habib,m
dolly,f
sanjna,f
sunil,m
afsana,f
joyaa,f
hari om,m
ravi,m
sadhna,f
raju kumar mandal,m
jahid,m
nila madhava hagglund,m
arun,m
soni devi,f
roshan singh,m
ashish kumar,m
aarti,f
deepak,m
beena,f
kantil lal,m
asmin,f
ram kishan,m
dinesh kartik,m
reena,f
neha,f
pancu,m
dinesh,m
manisha,f
nikki,f
manjeet kaur,f
aarif,f
smt.vasida,f
hema,f
chandru,m
smt mholani,f
parshotam ram,m
sweety,f
kumari babita,f
madan lal,m
monu,m
shikha garg,f
mul chand,m
poonam,f
poonam,f
lokesh s/o hari singh,m
amit kumar,m
kamal sharma,m
pooja devi,f
parvesh kumari,f
rani,f
sandeep,m
noorjahan,f
rakesh kumar,m
tamana,f
sumentra,f
sapna,f
sokin,m
rajbala,f
raj kumar,m
jafar ali,m
ravi raj singh,m
pankaj,m
lala ram,m
puran singh,m
pankaj,m
rinki,f
pankaj,m
pinki,f
roshani,f
manju,f
vijay,m
sonu kumar,m
km pooja,f
mukesh kumar,m
sheikh azhar ali,m
kamlesh,f
aashish kumar,m
khetra nath,m
arti,f
khusbu,f
rabiya,f
rohit  kumar,m
purnima devi,f
soni,f
dilshad,m
prem,m
saloni,f
samrin,f
meenu d/o,f
neha,f
rina rangaswami,f
pooja,f
poonam,f
sahiba @ ruby,f
sita,f
kishor negi,m
laxmi kumari,f
sidhi,f
lalita,f
sumitra,f
hardeep singh,m
munmun,f
kajal,f
shalu,f
brijmohan aggarwal,m
vidya devi,f
mandeep singh,m
bikram,m
rajan,m
nej bahadur thapa,m
pooja,f
vijay kukreja,m
noreen khan,f
mohd.wahid,m
gulsana,f
shanti devi,f
nisha alongwith muskan age-3 yrs.,f
sugar singh,m
vibha devi,f
mohit mathur,m
selars,f
neha,f
smt. gayatri,f
kamal@ kala,m
ravi,m
rajo devi,f
smt roma,f
arun kafley,m
ajay,m
sarojni saxena,f
dr. hema hari pago,m
jyoti,f
naveen @ naresh,m
boby,m
kalpana,f
sukanya,f
archana,f
abhishek mishra,m
amit kumar,m
moni kumari,f
rishiraj,m
salman,m
priti tomar,f
manali,f
prem bai,f
sukhdev singh,m
abdul hafiz,m
rizwana,f
pooja,f
subhangi sadashiv jadhav,f
ram naywaj singh,m
narender,m
mamta,f
ashok kumar rawat,m
akram hussain,m
priyanka,f
monu,m
nitish,m
mamta devi,f
kbeta,f
pankaj kumar,m
alisha waliya,f
mahroj ali,m
smt sugna devi,f
anita,f
nanhe lal,m
aisha khan,f
manful bai,f
reshma,f
jugal kishor chouhan,m
isthar @ nanna,m
sandeep,m
heena,f
rahul,m
atul misra,m
mohit,m
rekha,m
smt maya,f
mohd danish,m
rohit,m
abhaysingh,m
raj kishore,m
laxmi narayan,m
aditya prasad,m
geeta,f
jyoti,f
raveena,f
alka,f
deepanshu,m
smt geeta roat meena,f
anita kumari,f
shiva,f
radheshyam,m
suresh dass,m
shama,f
sunita,f
"rama dua w/o surender dua r/o 16/28, east punjabi",f
milap chand,m
smt. madhu urf sonu,f
durgash urf mahi,f
karan,m
suresh kumar,m
phoolmani,f
suman,f
kamlesh mehto,f
amar bazaz,m
suman,f
sandeep,m
mohar snigh,m
preety,f
sangeeta,f
mokida,m
balbir,m
vaishali,f
lakhsmi @ rekha,f
sonu kumar,m
subhash chand,m
malti,f
jittender,m
aarti,f
kaifiya siddaki,f
deepak,m
farheen,f
asha,f
saroj,f
gulshan,m
kumari sangeeta,f
aarti,f
vinod dass,m
sudha,f
ambika panwan,f
jenifer,f
rajendar shing,m
monika,f
jyoti,f
maya,f
ashutosh,m
bhupesh @ neetu,m
neha,f
jaspreet kaur,f
nisha,f
neelam,f
priyanka,f
rekha,f
prasant tiwari,m
sarad raghuvansi,m
radheshyam,m
rahul,m
balram gupta,m
ankit rawat,m
saloni,f
anita,f
payal,f
pooja,f
dinesh kumar,m
prince,m
devender,m
deepak,m
pramod kumar,m
ranveer singh,m
neha,f
md inaam ahmad s/o vishal ahmad,m
nawab @ kallu,m
sukhlal,m
smt nirmla bai,f
madhu ishmta,f
gopal singh,m
smt nilam,f
sunita,f
rajeev kumar,m
rihaan,m
preeti,f
sonu,m
asfak,m
aditya negi,f
nida,f
shashi,f
nisha,f
sameer,m
aarif,m
pinki gupta,m
pardeep kumar mathur,m
nikki,f
komal,f
jasleen kaur,f
krishan pal,m
sujit,m
geeta @ kamla,f
maya,f
shabreen fatima,f
sahil khan,m
simran aahuja,f
sunder yadav,m
samiron,f
surender,m
raja,m
vicky,m
smt rinki,f
rakhi,f
shamshad,m
deepak @ pritesh,m
vandna,f
nahid,f
kale,m
rambabu,m
ramesh @ rakesh,m
jiya,f
nisha,f
vivek @ vikki,m
sonu jangir,f
shri rameshwar lal,m
smt. jyoti,m
nurjaha,f
rinki,f
babita,f
sukhvinder singh,m
binnu,m
leela,f
heena,f
kumari rekha,f
sarita,f
pooja,f
sangeeta,f
baby,f
anju,f
sameer,m
sudhir,m
vinod,m
mukesh,m
lakhi,m
farana,f
rahul dhawan,m
surti kumari,f
sen kanwar gochar,f
rizwan,m
binani,m
mohini,f
kailash,m
sashi pal,f
sangita,f
sangeeta,f
mahinder singh,m
rakhi,f
raj,m
kamal,m
nirmla,f
azhar  ali,m
aarti,f
roma,f
vaseem @ monu,m
santosh kumari,f
deepak kumar,m
anisha,f
virender,m
aasmin,f
smt.sushil w/o fateh singh,f
laxmi,f
muskan,f
ashok jarwal,m
ravi,m
smt uma @ umiya,f
sajan,m
seema,f
sagar,m
hawa devi,f
ravi,m
abhishek @ sumit,m
rakesh,m
shahjad,m
ajit singh,m
somnath,m
kavita,f
shana,f
lila devi,f
jasvant,m
naresh,m
smt sudesh davi,f
priti priya,f
satya parkash,m
sapna,f
rukhsana,f
tajinder kaur,f
vinay kumar,m
bachu kak,m
radha raman,m
rupinder singh,m
banti,m
naresh,m
mohsin,m
seema,f
poonam,f
gajender kumar,m
shahrukh,m
bhura singh,m
sana,f
soma,f
rameshwer urf kallu,m
raja,m
sunita,f
suraj manda,m
sunil kimar,m
mohd akhtar,m
shabana,f
tammanne,m
irfan,m
lali davi,f
preeti chopra,f
sumit kumar,m
rachna,f
krishan kumar,m
nitesh,m
arti,f
mairi jeems,f
smt neelam,f
bindu devi mehra,f
gulran,f
nupur gupta,f
lavi,f
nadeem,m
harsh,m
rajo sharma,f
anushka,f
harpal singh,m
payal,f
chanda kumari,f
manav,m
sonu @ deshraj,m
salman khan,m
geeta devi,f
sidarth sharma,m
manish,m
shyam rana,m
sunil @ anurag,m
bindu,f
manish,m
ajay mishra,m
alok singh,m
nishu,f
babita,f
geeta oram,f
godambari devi,f
sulekha,f
ganga,f
rajeev sharma,m
gayatri,f
sarfraj,m
rekha kumari,f
sanjeev,m
saurabh,m
pinky,f
twinkal,f
nikhil urf jimmi choudhri,m
bhavna makwana,f
mangal singh,m
sumitra thapa,f
sameem,f
anjali,f
ankit,m
dipika,f
vicky singh,m
rupesh rathor,m
pooja,m
mantu kumar,m
dali devi,f
dhannu,m
smt maya devi,f
raju rathor,m
sudha,f
suneel kumar,m
annu,f
dinesh,m
komal,f
sumit kumar,m
dhanwati,f
arifa bano,f
kalpna,f
kumari samrin naz @ simran,f
jyoti,m
shanker jha s/o brahmdev jha,m
khusboo,f
rahul,m
balram bhandari,m
mansi,f
devanand,m
tasveeran,f
rakesh,m
mohd ali @ chanki,m
sadab,m
kavita,f
aman,m
sangeeta,f
rampal,m
km geetali,f
krish,m
rajkumari  yadav,f
mahesh pal,m
shahid ahmad,m
pakhali @ jita,f
ram jatan,m
rahul,m
ajay,m
leela daroga,f
agrej kumar@ ajay,m
aashik,m
doli,f
amit kumar,m
raj kumar,m
sunita,f
adil,m
gunja singh,f
sharukh khan,m
atul,m
chanda lal soni,m
aasif,m
mohit agnihothri,m
dimpal,m
muskaan,f
santosh,m
monish,m
sameer,m
suman,f
सादीक अह,m
preyojit nath,m
sushmita,f
anu jain,f
ravindra kumar,m
gurmeet kaur,f
anil,m
radha,f
jatin  raina,m
raju,m
usha,f
poonam,f
sunita,f
hem singh,m
rahul gupta,f
shokar khan,m
kala bai d/o ramswroop nayak bhopa,f
deelip verma,m
sonam,f
moh  farman,m
smt kaushalya,f
kavita,f
girraj,m
pammy kumari,f
denesh kumar,m
aarti,f
jyoti,f
saksi,f
vasim,m
sheela,f
smt meera devi bawri,f
devendra,m
raju ninama,m
kamla,f
chetana,f
amit,m
amit kumar,m
kishan lal,m
anita,f
manish ghai,m
ku.swati pondayl,f
jaya saini,f
karan,m
rashida,f
varun s/o mahinder pal,m
rachna,f
soniya,f
pinki,f
barti,f
wasim,m
santi,m
pooran chand sharma,m
suhail,m
bimla,f
vishvash,m
prashant,m
sahil,f
rohit,m
priyanka,f
mukesh kumar,m
chetan,m
"rakhi with two child (devraj age-3 yrs,deepak age-",f
simran,f
ravina,f
deepa,f
maya,f
poonam,f
mukesh kumar,m
vimla devi,f
aamir,m
gangadhar,m
asha,f
sahida laskar,f
mohd. hammad ashraf,m
kesavi devi,f
virender @vicky,m
darshna,f
preeti,f
kishan singh,m
diksha vashist,f
tunda urf nathi,m
hemant,m
rekha devi,f
smt hasina @ buttr,f
sanjay mehta,m
munnadevi,f
suraj,m
pooja,f
poonam,f
sandeep kumar,m
smt rina,f
yuveraj,m
mamta,f
vijay bahadur,m
anil,m
parnav kumar,m
smt. surender chopra,f
aidtya,m
nausad,m
pawan singh,m
kalpna,f
ajeet kumar,m
sonu bhawsar,f
khursheed,m
sudhir,m
mukesh kumar,m
पंकज,m
geeta devi,f
vasim,m
sehdev mukhiya,m
sabina,f
nrendr,m
preeti,f
vinita,f
dinesh,m
manju,f
rajendra singh,m
anand,m
anuradha,f
sofali,m
barkha,f
vicky,m
nareshpal,m
satish,m
prete,f
sudesh,f
md. sabir,m
gulfasha,f
rajesh gupta,m
geeta devi,f
reshma,f
nitin dixit,m
nazma,f
niwas,m
dharampal,m
rohan kumar,m
pooja,f
ajay varma,m
kavita,f
sirjna @suji,f
md. tavrej,m
manish lamba,m
manju,f
raju,m
neelam,f
munna lal,m
rekha,f
kanti @ kajal,f
divya,f
smt. murti devi,f
suman ( with two child ),f
km jyoti,f
nikahat,f
naresh kumar sharma,m
viney parkash,m
rani,f
neeraj,m
km shakshi,f
rubi,f
raju,m
ganita devi,f
manju,m
rakhi chauhan,f
srimati banti,f
ajit kumar,m
kavita,f
manohar,m
jasim ahemad,m
virender singh,m
sedarath,m
anita,f
poonam,f
smt lali devi,f
rajni,f
rajan,m
surendra,m
sangeeta,f
reenu,f
saddam hussain,m
shyam bodha,m
chhotu harijan,m
seema,f
ramkumar tiwari,m
mushrraf,m
sanjay s/o ramkalyan bairwa r/o kesoli ps kawai,m
rajni,f
shambhu jha,m
smt. sumitra,f
prashant mishra,m
waheeda,f
veera devi,f
yasib,m
umesh patidar,m
soniya,f
gudiya,f
matadeen,m
pooja,f
kavita,f
parwati,f
nisha,f
neetu,f
ramchander,m
sunita,f
manoj,m
anita,f
sanjeev kumar,m
sania,f
pooja,f
khushbu,f
keshar,m
ashok kumar,m
subhash,m
chetan,m
karishama,f
nitesh,m
raj kumar,m
paramjeet,m
sapna,f
meena,f
narendra kumar jain,m
anil kumar,m
kirti,f
ankit,m
monika,f
nidhi,f
omwati @ aasha,f
geeta devi,f
vivek,m
shiva,m
lalit kumar,m
pooja,f
v. rajan thomas,m
pooja prajapati @ pratibha,f
vikram kumar,m
mona @ mumtaj,f
lakshay,m
pankaj,f
smt. sunita,f
ravindar,m
tane jain,f
naveen seithi,m
taleem,m
simran kaur,f
kiniya,f
vipin jain,m
mahinder bhakuni,m
sonia sapra,f
rakesh sharma,m
faraha khan,f
kiran,f
muskan varma,m
mariyam khalique,f
ibrahim,m
rajni,f
banwari saini,m
kaushal,m
azad hussain,m
sonia,f
mariyam,f
nagina,f
raveena,f
kiran bala,f
sajjan,m
manish,m
ramlal,m
pooja,f
vijay singhal,m
shabnam,f
rishi kakdia,m
swatri,f
mema,f
roma kumari,f
narender,m
neetu,f
pooja chaudhry,m
savita,f
jyoti,f
salma,f
jyoti,f
lasar,m
urmila,f
archana,f
ravinder kumar,m
vandana,f
sitaram pal,m
bhagwanti,f
sajida,f
harichand,m
nirvat,f
lalit kumar,m
nayeem,m
shathi davi,f
aadil,m
lalit,m
saeshta,f
preeti,f
soni,f
hemlata,f
anil kumar,m
vashanavi @ mona,f
poonam,f
baksi,m
ravinder kaur @ rajni,f
raju,m
sushil gautam,m
rekha,f
rajeev,m
natha bhai bachhani,m
begam d/o,f
anita devi,f
rajesh @ chotu,m
arvind,m
ram uadagar jha,m
smt ratni,f
p. murgesh,m
shikha,f
poonam,f
vansh goel,m
deepa chauhan,f
tepu mohd,m
pooja,f
preeti,f
kavita,f
sunarkali,f
neelam,f
aman @ lilu,m
आनन्‍दीलाल,m
kumari sumaila,f
sabiya khatoon,f
sonali,f
vijay aggarwal,m
rajiv,m
ravi@ yadram,m
kajal,f
lala,m
anita,f
neetu,f
sweta,f
suraj bhan,m
komal,f
rudra narayan urf sonu,m
chandra kanta jat,m
bhupender kumar,m
sanjay khemchandani,m
shobha,f
arsi,f
meenu,f
kabid,m
mala,f
madhvi  sharma,f
manisha,f
kumari reena,f
pramila katara,f
anju devi,f
anshika,f
naresh,m
smt rina,f
mool chand goyal,m
sunil,m
ishan,m
chtarpal singh,m
pappu @ raju,m
smt. sahjadi,f
vivek,m
devideen,f
aasma,f
ranu,f
sahdev mishra,m
roshan  kumar,m
vijeta sexana,f
smt lalidavi,f
komal with her 7 years aged daughter diya,f
योगेश गालब,m
archana,f
rohit,m
shiwani,f
mithu sarkar,f
dharambir,m
sidhant tomar,m
inderjeet kour,f
iswer singh,m
renu devi,f
chama ( with child dependeri age 2 years),f
reema,f
priyanka,f
srikant,m
preeti,f
hariom panday@shivam,m
kumari kaushal,f
jyoti,f
rekha,f
barkat,m
mohd. altaf,m
tinku kumar @ avinash gupta,m
ranjana,f
kumari  bhabya goyal,f
suman kumar,m
varun gupta,m
pinki,f
farha,f
shrimati shahida urf satto,f
vikas,m
prabhila @ gudia,f
ajay,m
laxmi,f
jairam mandal,m
virender,m
mohd.javed,m
shankar uppal,m
bhola yadav,m
aasha,f
aditya,m
jai dahiya,m
ruksar,f
suresh,m
babli,f
vimal dhakad,m
ruzina khatun,f
ritunjay tiwari,m
afzal ali,m
diya mandal,f
jyoti,f
subhash,m
rahul kumar,m
kamal kishor radhey,m
priya @ sonu d/o,f
kumari seema,f
gulista,f
parul,f
deepak jha,m
minitwa,f
tara singh rawat,m
sonam,f
mahfooj,m
krishan,m
radha,f
navneet kaur,f
jitendra kumar,m
aarti,f
santosh,f
nanhe,m
adhish kumar,m
nisha @ chinu,f
puneet jain,m
rajan,m
versha,f
manoj kumar,m
rani,f
naseem,f
anju,f
gourav,m
aru,m
md. raju,m
januka,f
ajay singh,m
reshma,f
pooja,f
geeta devi,f
pradeep,m
mohd. gulzar,m
sangeeta,f
kumari anju rawat,f
manoj,m
saddam,m
pooja,f
kalicharan,m
arman,m
reena,f
vakila,f
shiv kumar,m
sanjay s/o hawa singh,m
subhash,m
vibha bassi,f
chanda devi,f
ghurul alam,m
smt kusum nagda,f
jatin,m
seema devi,f
akash,m
amreek singh,m
smt monika,f
chanda devi,f
subash shani,m
javed khan,m
gaurav,m
shrishti,f
mho. zuber,m
rajat ragahv,m
purnima,f
reena,m
surendera singh,m
anita,f
md noori,f
himanshi,f
sonam w/o,f
rozi,f
jamrujaha,f
mem,f
santosh bai,f
inder kumar,m
gurbax singh,m
monika,f
yashbir,m
nanu ram,m
ct sandeep singh,m
naruram,m
aarti,f
smt aasha,f
komal,f
vidya nand jaiswal,m
harsh chawla,m
manoj@ radhe krishan,m
kishan lal,m
sunita,f
sunita,f
bhupendra @monu,m
khushboo,f
laliya,m
seema,f
sonia,f
soniya,f
meenu,f
awedhesh kumar,m
karan,m
gulfsa,f
rajeev kumar@ raju,m
sudeshwer,m
gopal kumhar,m
mohd suhail,m
suresh kumar,m
yashoda,f
sawan gupta,m
shivani,f
deepak,m
nirma,f
madhuri sharma,f
`bishan bangari,m
anita devi,f
smt deu,f
mitthun,m
sugai vishwas,m
santram meena,m
reena kumari,f
amit sharma,m
rekha davi,f
radhadalal,f
smt. shila d/o bharulal jat,f
ankit,m
saviha,f
kausal kumar,m
renu,f
gauri shanka,m
lalita bai,f
parvati,f
sushma rana,f
anuradha,f
roshni,f
anjali tiwari,f
aashu maheshwari,f
sahi ram,m
pradeep @ pankaj,m
bundhu,m
radheshyam,m
ajay kumar,m
sabana @ sabbo,f
pushpan,f
suresh kumar,m
raveena khaton,m
manisha patidar,f
smt baleshwari,f
sanjeev,m
beena,f
dholi devi,f
punam,f
sunita kumari,f
vinita @ pooja,f
ajmeri jaysmin,f
smt shalu,f
suminder,m
skunatla,f
madhu,f
sunil agarwal,m
mukesh agarwal,m
anjali,f
ajay sharma @ sonu,m
sakshi @ july d/o,f
rajaram nayak,m
seeta @asha,f
anil singh,m
kumari arti,f
beeuty kumari,f
aamin,m
mohd rizwan,m
montu verma,m
manohar kumar,m
randhir singh parmar,m
khusbu,f
anil kumar,m
vandna,f
rohit,m
sonam,f
sanjay,m
reema,f
kamal panwar,f
dilbar,m
mansi,f
juneb bano,f
mohd nadeem,m
naveena,f
vikarm,m
neaha,f
salim,m
rani,f
satender,m
sawrn singh,m
ranu @ rani,f
laxmi devi,f
kokil berman,m
sunita,f
saruf,m
kumari preeti kuntal,f
chetan pandey,m
abhishek yadav,m
dwarika gurjar,f
monika,f
vijay pal singh,m
tejpal,m
reena,f
priya kumari,f
lal baano,f
krishna,f
mohd  javed,m
chander shekar,m
reshma,f
zhini devi,f
girishi chand,m
dolat singh,m
pramood,m
manish,m
garima,f
km0 reena,f
ruchi kumari,f
santosh kumari,f
vishal raghav,m
ruchi,f
rijvan,m
pradeep shah,m
soni@ kanchan devi,f
sagir,m
parmeshwar das,m
ravi,m
geeta devi,f
jankraj sharma,m
srita,f
smt hury,f
nawab ali,m
nrotam dat,m
pinki,f
radheshyam,m
abhinav vashit,m
vijay rai,m
soni kumari,f
priya mali,f
komal berwal,f
ramesh,m
vinod kaushik,m
mona,f
nahani kanwar,f
payal,f
neetu,m
rashmi @ nidhi,f
chhabi rani dass,f
gulab @ amit,m
satish kumar,m
jhunna bai,f
kavita devi alongwith her son nitin age- 7 yrs,f
pooja,f
payal,f
bhumika,f
firoz,m
monika,f
ranjeeta,f
vinod devi,f
mohd sajad ali,m
rajl /raju,f
joy kashyap,m
rubina,f
preeti,f
priyanka,f
hina,f
rajni,f
ram narain,m
baby,f
smt pooja,m
kalu,m
nagma,f
renu,f
yogesh,m
vansu dev,m
manish,m
sarita,f
marti kalasua,f
km.soniya,f
dilshad,m
champa devi,f
kiran,f
sh.vipin kumar yadav,m
mani,f
sunayna,f
umar farukh,m
kaptan,m
shisupal,m
hemraj,m
imran,m
pinki,f
rekha,f
priyanka,f
sukheeya,f
arti,f
nisha,f
mahender chaudhary,m
madhu,f
imrana khatun,f
mohd.kudtusu,m
manisha,f
umakant,m
bhikhari,m
rajeshwari,f
jalaluddin,m
mohd. whied,m
guddu,m
jyoti,f
mhosin,m
sachin sharma,m
anuradha @ anu,f
neelam,f
nitesh,m
mahammd sarfroj,m
pooja rathor,f
pokhar das,m
charnjeet singh,m
deepa singh,f
palvi sharma,f
suresh,m
binpal,m
parvinder,m
pallavi,f
smt sanju,f
jyoti dubey,f
km0 anjli,f
vikram,m
smt. lalita devi,f
mohd. jafrul,m
sahista @ ruksar,f
satpal khanna,m
sanjya chhetri,m
mnoj sethi,m
anand,m
laxmi devi,f
chhaterwati,f
monika,f
jyoti,f
smt alkha,f
arjun,m
inderpal singh @ shanni,m
rita devi,f
mohan lal,m
rajeev dutt,m
pooja sharma,f
smt. lalita devi,f
shamsher ali @ raja,m
anil,m
kuldeep singh,m
aarti,f
kavita,f
soniya,f
sabita,f
virender,m
monika tyagi,f
jasbir singh,m
surja jat,m
vikram,m
raju,m
lakshmi,f
heena,f
chandan,m
raghubir singh,m
jagan,f
sumitra,f
subhan khan,m
ravinder tyagi,m
shyam sunder,m
sunita verma,f
kumari khana gulsan,f
partap singh,m
akshat @ vashu,m
rahul sharma,m
gunjan devi,f
sonia,f
rajan verma,m
shiv kumar,m
priyanka,f
jaiguna,f
khushabu,f
nikhleshwar bhagat,m
mangelal,m
mukhtar khan,m
sunaina,f
ved parkash,m
manjeet kumar,m
mithilesh kumar sharma,m
smt sunita,f
khushboo @khushi,f
laxmi,f
ahsamin @ juhi,f
aanand kumar,m
rohit,m
kallu,m
roshan singh,m
komal,f
prem chand,m
sucheta gupta,f
kamlesh kumari,f
anjali,f
nikita,f
banwari,m
khusbu,m
sapana mongia,f
kajal,f
manju singh,f
rakho hari,m
akhlaq ahmad,m
farjanul nisha,f
pooja,f
saimun nisha,f
gursimaran singh,m
sanjeev,m
bhawna jain,f
rohit,m
geeta,f
shenaz,f
shahnaza,f
sukjveer singh,m
chandni,f
mool chand sharma,m
shabbo devi,f
manju@ minaxi,f
sagar,m
smt sudha,f
punit,m
amit,m
poonam,f
sagar bist,m
roop chand @ mamu,m
anisha koirala,f
pavi,f
kasturi devi,f
aarti,f
pravin kasana,m
jatin,m
mehrunisha,f
sharukh,m
kajal,f
deepak,m
ajman,m
manoj,m
rajesh aggarwal,m
kumari archna,f
aashma,f
mukesh ram,m
shabina,f
vibha devi,f
sangeeta,f
jyoti,f
smt. supyar,f
bharat,m
amit kumar,m
kavita harijan,f
jeba,f
kuldeep,f
kush gupta,m
soniya,f
ketan,m
banwari soni,m
kumari reena,f
tarun kuamr,m
naziya,f
shahid,m
ganesh singh,m
pooran chand,m
ramkumar,m
saroj devi,f
shailesh,m
smt. babita,f
sanjay bhandari,m
mohd. asif,m
versha,f
mohd arif,m
rajkumari,f
pinkey,f
sivam,m
mohd ujjam,m
ramkumar,m
archana,f
rushali,f
vishal,m
sajid,m
ajay,m
amandeep,m
mumtaz,f
bindiya,f
lakhu parsad,m
rajesh,m
sandeep thakur,m
chand,m
sonika,f
susant,m
sohan kumar,m
prinka jha,f
ashok,m
raju,m
badri prsad mishra,m
mr. hera lal,m
misri lal,m
hakimuddin,m
asgar ali,m
firoz khan,m
rekha,f
anantram,m
jyoti,f
bharti,f
lalita,f
pramod kumar tiwari,m
sushma,f
vinod kumar,m
harshit,m
ajeet kumar,m
monika,f
dimpal,f
vijay,m
ravi,m
jayda khatoon,f
pankaj jina,m
bhawna sharma,f
poonam,f
miss sunita,f
chhoti,f
nitin @ bhura,m
amri,f
nikhil shukla,m
siraj,m
roshan bai,f
pawan,m
md aslam,m
himanshu praser,m
sheetal,f
bushra,f
aarti,f
lal chand,m
sitara begum,f
aasif,m
chandni,f
sanjeev kumar,m
ravi,m
jai parkash @ babu lal,m
santro devi,f
sus shri  aalabndi,f
amreeta,f
akash,m
rani,f
usman khan @ babloo,m
ankit sharma,m
yasmin,f
saroj,f
akansha,f
dolly devi,f
lal ji parshad,m
deepak,m
nisha,f
salma khatun,f
suman,f
smt.ganga devi,f
deepali,f
smts amarawati,f
lokendra pal singh,m
mesak,m
jiya lal,m
rayish,m
sh reddy ashraiya,m
reena,f
vipin sharma,m
rajeev lochan,m
upender,m
aasif khan,m
rahul,m
mamta,f
ramkumar,m
tushar,m
su.shree. sunita  nai,f
mamta bhandari,f
gaurav,m
ramesh malik,m
kamla,f
arun kumar,m
ashok kumar,m
smt sushila rawat,f
kamlesh kumar,m
rajender,m
dhurpati,m
avinash,m
sidharth,m
maahi,f
ramkhilawan,m
rajkumar,m
parveen khatun,f
prity,f
dev,m
anju,f
ram kishan tomar,m
priynka,f
shivani,f
deepika sain,f
laxmi narayan,m
sanjay,m
puja chauhan,f
parmod,m
ashu,f
priya,f
rahul kumar,m
bablu @ bimal,m
sanjay,m
moka,f
bharat bhushan,m
kusum,f
rahul,m
karan kumar,m
hemant,m
durgesh suman,f
inderjeet kaur,f
seeriya bibi,f
sanjay bhati,m
sanjay kumar,m
jogender singh,m
neelam devi,f
ashok kumar,m
ramesh kumar,m
neelam,f
madhu,f
komal,f
ankit khatri,m
sheela,f
subhash mulla,m
rajeev,m
geeta,f
sumit kumar,m
naresh,m
kumail,m
rajaram,m
muskan,f
kishan,m
harichand,m
nitu sharma,f
suman or lali meena,f
deepak @ pardeep,m
tarun upadhyay,m
sunita,f
vijay pal sani,m
kumari archna,f
govind,m
moh. aalam,m
matok,m
shishpal,m
dhanraj s/o sitaram,m
श्रीतती जोसनादास,f
sheak shakir,m
sunita,f
deepak,m
vipin shahu,m
zanmi,m
mitali,f
vimla,f
mahendra prajapat,m
harsha,f
pinky,f
maya,f
komal,f
rawi devi,f
mukaram,m
rekha,f
smt sunita,m
babita,f
ajay kumar yadav,f
mohani,f
komal,f
chandermani,m
nagma praveen,f
vijay pal,m
smt lata devi,f
aarti,f
kishan,m
anita gupta,f
rekha,f
satish chander jha,m
adil,m
deepak,m
nagma,f
jaimati,f
aarti,f
chander kanta,f
sanju sharma,f
raju,m
arpit aroda,m
anita nagesia,f
sitaram,m
meena,f
aarav,m
mamta,f
nisha,f
atish raj,m
mamta d/o,f
shiv prakash,m
ranju,f
smt payal,f
kamal kant chouhan,m
vinod,m
rakesh,m
smt neetu,f
prem pal,m
bindu @ golu,f
simran,f
mamta,f
nidhi kumari,f
utkarsh jha,m
baniya,m
ram swroop,m
usha,f
khushbu,f
renu,f
shsi kant,m
twenkle,f
aarti devi,f
divya,f
nitin gupta,m
sunil kumar,m
ramwatar,m
santosh kumar,m
sangeeta with son pushapender douter archana,f
vipin sharma,m
ravi kumar,m
pinki devew/0,f
sumitra devi,f
aanik with her son,f
chaman prakash,m
siwani,m
sajid,m
sachin,m
akash,m
chanchal,f
puja salvi,f
sanju,f
bhanu,f
sunil kumar,m
purnima,f
partul gautam,m
yamin,m
raj kumar,m
shila devi,f
dharmender singh rawat,m
deeya kumari,f
arsh,m
